"MeanX","MeanY","MeanZ","StdDevX","StdDevY","StdDevZ","MaxX","MaxY","MaxZ","MinX","MinY","MinZ","Class"
"1.11758505E-8","0.4888155","0.4888155","4.87144E-8","2.1306975","2.1306975","2.23517E-7","9.77631","9.77631","2.23517E-7","9.77631","9.77631","Jogging"
"1.11758505E-8","0.4888155","0.4888155","4.87144E-8","2.1306975","2.1306975","2.23517E-7","9.77631","9.77631","2.23517E-7","9.77631","9.77631","Standing"
"1.11758505E-8","0.4888155","0.4888155","4.87144E-8","2.1306975","2.1306975","2.23517E-7","9.77631","9.77631","2.23517E-7","9.77631","9.77631","Walking"
